Time (s),Voltage (V)
0.0011200000000000001,0.09053332
0.0011300000000000001,0.09522666
0.0011400000000000002,0.09530666
0.0011500000000000002,0.09042666
0.00116,0.09541333
0.00117,0.09085333
0.00118,0.09559999
0.00119,0.09053332
0.0012000000000000001,0.09071999
0.0012100000000000001,0.09541333
0.0012200000000000002,0.09530666
0.0012300000000000002,0.09047999
0.00124,0.09066666
0.00125,0.09546666
0.00126,0.09018666
0.00127,0.09546666
0.00128,0.09554666
0.0012900000000000001,0.09077333
0.0013000000000000002,0.09578666
0.0013100000000000002,0.09061333
0.0013200000000000002,0.09061333
0.00133,0.09546666
0.00134,0.09077333
0.00135,0.09607999
0.00136,0.09061333
0.0013700000000000001,0.09536
0.0013800000000000002,0.09061333
0.0013900000000000002,0.09554666
0.0014000000000000002,0.09554666
0.00141,0.09071999
0.00142,0.09559999
0.00143,0.09085333
0.00144,0.09554666
0.0014500000000000001,0.09047999
0.0014600000000000001,0.09541333
0.0014700000000000002,0.09053332
0.0014800000000000002,0.09066666
0.0014900000000000002,0.09546666
0.0015,0.09053332
0.00151,0.09536
0.00152,0.09578666
0.0015300000000000001,0.09053332
0.0015400000000000001,0.09530666
0.0015500000000000002,0.09053332
0.0015600000000000002,0.09077333
0.0015700000000000002,0.09536
0.00158,0.09536
0.00159,0.09018666
0.0016,0.09541333
0.00161,0.09071999
0.0016200000000000001,0.09061333
0.0016300000000000002,0.09578666
0.0016400000000000002,0.09061333
0.0016500000000000002,0.09536
0.0016600000000000002,0.09077333
0.00167,0.09536
0.00168,0.09061333
0.00169,0.09554666
0.0017000000000000001,0.09541333
0.0017100000000000001,0.09047999
0.0017200000000000002,0.09053332
0.0017300000000000002,0.09541333
0.0017400000000000002,0.09042666
0.00175,0.09583999
0.00176,0.09559999
0.00177,0.09053332
0.0017800000000000001,0.09047999
0.0017900000000000001,0.09530666
0.0018000000000000002,0.09536
0.0018100000000000002,0.09031999
0.0018200000000000002,0.09042666
0.0018300000000000002,0.09559999
0.00184,0.09554666
0.00185,0.09053332
0.00186,0.09061333
0.0018700000000000001,0.09530666
0.0018800000000000002,0.09053332
0.0018900000000000002,0.09541333
0.0019000000000000002,0.09541333
0.0019100000000000002,0.09061333
0.0019200000000000003,0.09053332
0.00193,0.09559999
0.00194,0.09047999
0.0019500000000000001,0.09541333
0.0019600000000000004,0.09066666
0.00197,0.09530666
0.00198,0.09061333
0.00199,0.09536
0.002,0.09541333
0.00201,0.09053332
0.00202,0.09546666
0.00203,0.09053332
0.00204,0.09053332
0.00205,0.09530666
0.00206,0.09554666
0.0020700000000000002,0.09077333
0.0020800000000000003,0.09061333
0.0020900000000000003,0.09541333
0.0021000000000000003,0.09077333
0.0021100000000000003,0.09530666
0.0021200000000000004,0.09090666
0.0021300000000000004,0.09554666
0.00214,0.09085333
0.00215,0.09554666
0.00216,0.09530666
0.00217,0.09061333
0.00218,0.09570666
0.00219,0.09007999
0.0022,0.09042666
0.00221,0.09541333
0.00222,0.09053332
0.00223,0.09559999
0.0022400000000000002,0.09536
0.0022500000000000003,0.09077333
0.0022600000000000003,0.09077333
0.0022700000000000003,0.09541333
0.0022800000000000003,0.09536
0.0022900000000000004,0.09077333
0.0023000000000000004,0.09053332
0.00231,0.09546666
0.00232,0.09031999
0.00233,0.09536
0.00234,0.09053332
0.00235,0.09530666
0.00236,0.09066666
0.00237,0.09536
0.00238,0.09071999
0.00239,0.09594666
0.0024000000000000002,0.09541333
0.0024100000000000002,0.09061333
0.0024200000000000003,0.09061333
0.0024300000000000003,0.09559999
0.0024400000000000003,0.09061333
0.0024500000000000004,0.09565333
0.0024600000000000004,0.09047999
0.0024700000000000004,0.09522666
0.00248,0.09066666
0.00249,0.09530666
0.0025,0.09053332
0.00251,0.09559999
0.00252,0.09066666
0.00253,0.09536
0.00254,0.09565333
0.00255,0.09053332
0.00256,0.09530666
0.0025700000000000002,0.09007999
0.0025800000000000003,0.09522666
0.0025900000000000003,0.09053332
0.0026000000000000003,0.09053332
0.0026100000000000003,0.09522666
0.0026200000000000004,0.09546666
0.0026300000000000004,0.09066666
0.0026400000000000004,0.09536
0.00265,0.09042666
0.00266,0.09546666
0.00267,0.09023999
0.00268,0.09517333
0.00269,0.09066666
0.0027,0.09522666
0.00271,0.09077333
0.00272,0.09578666
0.0027300000000000002,0.09047999
0.0027400000000000002,0.09522666
0.0027500000000000003,0.09061333
0.0027600000000000003,0.09554666
0.0027700000000000003,0.09077333
0.0027800000000000004,0.09554666
0.0027900000000000004,0.09037333
0.0028000000000000004,0.09541333
0.0028100000000000004,0.09071999
0.00282,0.09085333
0.00283,0.09559999
0.00284,0.09546666
0.00285,0.09042666
0.00286,0.09541333
0.00287,0.09077333
0.00288,0.09047999
0.00289,0.09546666
0.0029000000000000002,0.09023999
0.0029100000000000003,0.09589332
0.0029200000000000003,0.09066666
0.0029300000000000003,0.09541333
0.0029400000000000003,0.09517333
0.0029500000000000004,0.09053332
0.0029600000000000004,0.09530666
0.0029700000000000004,0.09066666
0.0029800000000000004,0.09061333
0.00299,0.09546666
0.003,0.09053332
0.00301,0.09570666
0.00302,0.09522666
0.00303,0.09077333
0.00304,0.09536
0.00305,0.09066666
0.0030600000000000002,0.09071999
0.0030700000000000002,0.09559999
0.0030800000000000003,0.09565333
0.0030900000000000003,0.09061333
0.0031000000000000003,0.09061333
0.0031100000000000004,0.09536
0.0031200000000000004,0.09546666
0.0031300000000000004,0.09018666
0.0031400000000000004,0.09554666
0.0031500000000000005,0.09085333
0.00316,0.09565333
0.00317,0.09061333
0.00318,0.09007999
0.00319,0.09522666
0.0032,0.09536
0.00321,0.09066666
0.00322,0.09541333
0.0032300000000000002,0.09031999
0.0032400000000000003,0.09554666
0.0032500000000000003,0.09047999
0.0032600000000000003,0.09546666
0.0032700000000000003,0.09047999
0.0032800000000000004,0.09501333
0.0032900000000000004,0.09023999
0.0033000000000000004,0.09522666
0.0033100000000000004,0.09023999
0.0033200000000000005,0.09042666
0.00333,0.09546666
0.00334,0.09047999
0.00335,0.09559999
0.00336,0.09565333
0.00337,0.09023999
0.00338,0.09066666
0.0033900000000000002,0.09536
0.0034000000000000002,0.09536
0.0034100000000000003,0.09042666
0.0034200000000000003,0.09066666
0.0034300000000000003,0.09541333
0.0034400000000000003,0.09536
0.0034500000000000004,0.09061333
0.0034600000000000004,0.09007999
0.0034700000000000004,0.09546666
0.0034800000000000005,0.09554666
0.0034900000000000005,0.09085333
0.0035,0.09554666
0.00351,0.09066666
0.00352,0.09071999
0.00353,0.09541333
0.00354,0.09578666
0.00355,0.09071999
0.0035600000000000002,0.09559999
0.0035700000000000003,0.09053332
0.0035800000000000003,0.09546666
0.0035900000000000003,0.09042666
0.0036000000000000003,0.09530666
0.0036100000000000004,0.09037333
0.0036200000000000004,0.09570666
0.0036300000000000004,0.09077333
0.0036400000000000004,0.09546666
0.0036500000000000005,0.09053332
0.0036600000000000005,0.09071999
0.00367,0.09541333
0.00368,0.09042666
0.00369,0.09541333
0.0037,0.09071999
0.00371,0.09530666
0.00372,0.09047999
0.0037300000000000002,0.09541333
0.0037400000000000003,0.09541333
0.0037500000000000003,0.09042666
0.0037600000000000003,0.09546666
0.0037700000000000003,0.09047999
0.0037800000000000004,0.09541333
0.0037900000000000004,0.09066666
0.0038000000000000004,0.09031999
0.0038100000000000005,0.09536
0.0038200000000000005,0.09522666
0.0038300000000000005,0.09023999
0.0038400000000000005,0.09578666
0.00385,0.09071999
0.00386,0.09546666
0.00387,0.09042666
0.00388,0.09077333
0.0038900000000000002,0.09559999
0.0039000000000000003,0.09047999
0.00391,0.09570666
0.003920000000000001,0.09559999
0.00393,0.09053332
0.00394,0.09066666
0.00395,0.09536
0.00396,0.09536
0.0039700000000000004,0.09053332
0.00398,0.09061333
0.0039900000000000005,0.09565333
0.004,0.09541333
0.0040100000000000005,0.09071999
0.00402,0.09522666
0.004030000000000001,0.09047999
0.00404,0.09541333
0.004050000000000001,0.09061333
0.00406,0.09554666
0.004070000000000001,0.09071999
0.00408,0.09541333
0.004090000000000001,0.09077333
0.0041,0.09047999
0.00411,0.09530666
0.00412,0.09047999
0.00413,0.09530666
0.0041400000000000005,0.09053332
0.00415,0.09565333
0.0041600000000000005,0.09090666
0.00417,0.09570666
0.0041800000000000006,0.09559999
0.00419,0.09066666
0.004200000000000001,0.09053332
0.00421,0.09554666
0.004220000000000001,0.09578666
0.00423,0.09053332
0.004240000000000001,0.09559999
0.00425,0.09037333
0.004260000000000001,0.09061333
0.00427,0.09559999
0.00428,0.09546666
0.00429,0.09066666
0.0043,0.09541333
0.0043100000000000005,0.09066666
0.00432,0.09042666
0.0043300000000000005,0.09536
0.00434,0.09541333
0.004350000000000001,0.09061333
0.00436,0.09554666
0.004370000000000001,0.09061333
0.00438,0.09071999
0.004390000000000001,0.09559999
0.0044,0.09541333
0.004410000000000001,0.09053332
0.00442,0.09061333
0.004430000000000001,0.09554666
0.00444,0.09066666
0.00445,0.09546666
0.00446,0.09546666
0.00447,0.09066666
0.0044800000000000005,0.09583999
0.00449,0.09053332
0.0045000000000000005,0.09077333
0.00451,0.09565333
0.004520000000000001,0.09530666
0.00453,0.09061333
0.004540000000000001,0.09546666
0.00455,0.09031999
0.004560000000000001,0.09066666
0.00457,0.09530666
0.004580000000000001,0.09037333
0.00459,0.09583999
0.004600000000000001,0.09085333
0.00461,0.09546666
0.00462,0.09071999
0.0046300000000000004,0.09578666
0.00464,0.09546666
0.0046500000000000005,0.09018666
0.00466,0.09530666
0.0046700000000000005,0.09071999
0.00468,0.09536
0.004690000000000001,0.09047999
0.0047,0.09042666
0.004710000000000001,0.09541333
0.00472,0.09047999
0.004730000000000001,0.09565333
0.00474,0.09530666
0.004750000000000001,0.09066666
0.00476,0.09053332
0.004770000000000001,0.09565333
0.00478,0.09554666
0.00479,0.09066666
0.0048000000000000004,0.09077333
0.00481,0.09536
0.0048200000000000005,0.09053332
0.00483,0.09536
0.0048400000000000006,0.09559999
0.00485,0.09053332
0.004860000000000001,0.09077333
0.00487,0.09570666
0.004880000000000001,0.09589332
0.00489,0.09061333
0.004900000000000001,0.09546666
0.00491,0.09066666
0.004920000000000001,0.09522666
0.00493,0.09066666
0.004940000000000001,0.09541333
0.00495,0.09071999
0.00496,0.09066666
0.0049700000000000005,0.09565333
0.00498,0.09554666
0.0049900000000000005,0.09053332
0.005,0.09536
0.0050100000000000006,0.09071999
0.00502,0.09536
0.005030000000000001,0.09031999
0.00504,0.09541333
0.005050000000000001,0.09037333
0.00506,0.09061333
0.005070000000000001,0.09613333
0.00508,0.09007999
0.005090000000000001,0.09565333
0.0051,0.09570666
0.005110000000000001,0.09053332
0.00512,0.09047999
0.00513,0.09530666
0.0051400000000000005,0.09047999
0.00515,0.09565333
0.0051600000000000005,0.09037333
0.00517,0.09565333
0.005180000000000001,0.09530666
0.00519,0.09047999
0.005200000000000001,0.09077333
0.00521,0.09554666
0.005220000000000001,0.09053332
0.00523,0.09554666
0.005240000000000001,0.09570666
0.00525,0.09053332
0.005260000000000001,0.09559999
0.00527,0.09077333
0.005280000000000001,0.09541333
0.00529,0.09042666
0.0053,0.09554666
0.0053100000000000005,0.09053332
0.00532,0.09522666
0.0053300000000000005,0.09031999
0.00534,0.09037333
0.005350000000000001,0.09554666
0.00536,0.09047999
0.005370000000000001,0.09559999
0.00538,0.09077333
0.005390000000000001,0.09546666
0.0054,0.09536
0.005410000000000001,0.09071999
0.00542,0.09053332
0.005430000000000001,0.09530666
0.00544,0.09559999
0.005450000000000001,0.09071999
0.0054600000000000004,0.09071999
0.00547,0.09530666
0.0054800000000000005,0.09053332
0.00549,0.09541333
0.0055000000000000005,0.09583999
0.00551,0.09066666
0.005520000000000001,0.09546666
0.00553,0.09071999
0.005540000000000001,0.09053332
0.00555,0.09570666
0.005560000000000001,0.09530666
0.00557,0.09066666
0.005580000000000001,0.09047999
0.00559,0.09530666
0.005600000000000001,0.09066666
0.00561,0.09536
0.005620000000000001,0.09546666
0.0056300000000000005,0.09071999
0.00564,0.09053332
0.0056500000000000005,0.09541333
0.00566,0.09546666
0.0056700000000000006,0.09061333
0.00568,0.09047999
0.005690000000000001,0.09541333
0.0057,0.09541333
0.005710000000000001,0.09061333
0.00572,0.09042666
0.005730000000000001,0.09583999
0.00574,0.09047999
0.005750000000000001,0.09530666
0.00576,0.09071999
0.005770000000000001,0.09536
0.00578,0.09077333
0.005790000000000001,0.09541333
0.0058000000000000005,0.09565333
0.00581,0.09077333
0.0058200000000000005,0.09559999
0.00583,0.09061333
0.005840000000000001,0.09042666
0.00585,0.09536
0.005860000000000001,0.09522666
0.00587,0.09047999
0.005880000000000001,0.09061333
0.00589,0.09530666
0.005900000000000001,0.09522666
0.00591,0.09061333
0.005920000000000001,0.09066666
0.00593,0.09607999
0.005940000000000001,0.09530666
0.00595,0.09037333
0.005960000000000001,0.09077333
0.0059700000000000005,0.09559999
0.00598,0.09559999
0.0059900000000000005,0.09085333
0.006,0.09559999
0.006010000000000001,0.09018666
0.00602,0.09061333
0.006030000000000001,0.09554666
0.00604,0.09053332
0.006050000000000001,0.09541333
0.00606,0.09053332
0.006070000000000001,0.09554666
0.00608,0.09559999
0.006090000000000001,0.09071999
0.0061,0.09541333
0.006110000000000001,0.09077333
0.0061200000000000004,0.09071999
0.006130000000000001,0.09541333
0.0061400000000000005,0.09
0.00615,0.09554666
0.0061600000000000005,0.09522666
0.00617,0.09077333
0.006180000000000001,0.09541333
0.00619,0.09047999
0.006200000000000001,0.09077333
0.00621,0.09536
0.006220000000000001,0.09559999
0.00623,0.09053332
0.006240000000000001,0.09554666
0.00625,0.09047999
0.006260000000000001,0.09559999
0.00627,0.09071999
0.006280000000000001,0.09530666
0.0062900000000000005,0.09077333
0.006300000000000001,0.09536
0.0063100000000000005,0.09071999
0.00632,0.09536
0.0063300000000000006,0.09071999
0.00634,0.09522666
0.006350000000000001,0.09053332
0.00636,0.09061333
0.006370000000000001,0.09554666
0.00638,0.09042666
0.006390000000000001,0.09546666
0.0064,0.09061333
0.006410000000000001,0.09565333
0.00642,0.09583999
0.006430000000000001,0.09053332
0.00644,0.09037333
0.006450000000000001,0.09559999
0.0064600000000000005,0.09047999
0.006470000000000001,0.09559999
0.0064800000000000005,0.09589332
0.00649,0.09066666
0.006500000000000001,0.09536
0.00651,0.09037333
0.006520000000000001,0.09554666
0.00653,0.09066666
0.006540000000000001,0.09578666
0.00655,0.09077333
0.006560000000000001,0.09565333
0.00657,0.09096
0.006580000000000001,0.09546666
0.00659,0.09047999
0.006600000000000001,0.09090666
0.00661,0.09546666
0.006620000000000001,0.09554666
0.0066300000000000005,0.09066666
0.006640000000000001,0.09096
0.0066500000000000005,0.09546666
0.00666,0.09071999
0.006670000000000001,0.09541333
0.00668,0.09565333
0.006690000000000001,0.09061333
0.0067,0.09071999
0.006710000000000001,0.09541333
0.00672,0.09546666
0.006730000000000001,0.09071999
0.00674,0.09077333
0.006750000000000001,0.09546666
0.00676,0.09565333
0.006770000000000001,0.09077333
0.0067800000000000004,0.09031999
0.006790000000000001,0.09546666
0.0068000000000000005,0.09536
0.006810000000000001,0.09071999
0.0068200000000000005,0.09053332
0.00683,0.09530666
0.006840000000000001,0.09546666
0.00685,0.09037333
0.006860000000000001,0.09565333
0.00687,0.09085333
0.006880000000000001,0.09536
0.00689,0.09066666
0.006900000000000001,0.09037333
0.00691,0.09546666
0.006920000000000001,0.09047999
0.00693,0.09530666
0.006940000000000001,0.09007999
0.0069500000000000004,0.09554666
0.006960000000000001,0.09589332
0.0069700000000000005,0.09053332
0.006980000000000001,0.09061333
0.0069900000000000006,0.09559999
0.007,0.09047999
0.007010000000000001,0.09546666
0.00702,0.09546666
0.007030000000000001,0.09061333
0.00704,0.09061333
0.007050000000000001,0.09559999
0.00706,0.09053332
0.007070000000000001,0.09536
0.00708,0.09536
0.007090000000000001,0.09053332
0.0071,0.09061333
0.007110000000000001,0.09559999
0.0071200000000000005,0.09090666
0.007130000000000001,0.09536
0.0071400000000000005,0.09594666
0.007150000000000001,0.09077333
0.0071600000000000006,0.09517333
0.00717,0.09061333
0.007180000000000001,0.09541333
0.00719,0.09037333
0.007200000000000001,0.09536
0.00721,0.09047999
0.007220000000000001,0.09066666
0.00723,0.09536
0.007240000000000001,0.09053332
0.00725,0.09522666
0.007260000000000001,0.09066666
0.00727,0.09578666
0.007280000000000001,0.09071999
0.0072900000000000005,0.09530666
0.007300000000000001,0.09066666
0.0073100000000000005,0.09578666
0.007320000000000001,0.09536
0.007330000000000001,0.09047999
0.00734,0.09554666
0.007350000000000001,0.09096
0.00736,0.09554666
0.007370000000000001,0.09085333
0.00738,0.09554666
0.007390000000000001,0.09047999
0.0074,0.09554666
0.007410000000000001,0.09037333
0.00742,0.09546666
0.007430000000000001,0.09066666
0.00744,0.09554666
0.007450000000000001,0.09061333
0.0074600000000000005,0.09546666
0.007470000000000001,0.09047999
0.0074800000000000005,0.09066666
0.007490000000000001,0.09530666
0.007500000000000001,0.09061333
0.00751,0.09546666
0.007520000000000001,0.09061333
0.00753,0.09565333
0.007540000000000001,0.09559999
0.00755,0.09066666
0.007560000000000001,0.09541333
0.00757,0.09071999
0.007580000000000001,0.09554666
0.00759,0.09066666
0.007600000000000001,0.09061333
0.0076100000000000004,0.09541333
0.007620000000000001,0.09090666
0.0076300000000000005,0.09530666
0.007640000000000001,0.09047999
0.0076500000000000005,0.09570666
0.007660000000000001,0.09071999
0.007670000000000001,0.09546666
0.007680000000000001,0.09061333
0.007690000000000001,0.09536
0.0077,0.09077333
0.007710000000000001,0.09541333
0.00772,0.09077333
0.007730000000000001,0.09541333
0.00774,0.09559999
0.007750000000000001,0.09077333
0.00776,0.09554666
0.007770000000000001,0.09037333
0.0077800000000000005,0.09071999
0.007790000000000001,0.09541333
0.0078000000000000005,0.09042666
0.007810000000000001,0.09559999
0.00782,0.09554666
0.00783,0.09053332
0.007840000000000001,0.09047999
0.007850000000000001,0.09554666
0.00786,0.09061333
0.00787,0.09522666
0.00788,0.09559999
0.007890000000000001,0.09061333
0.0079,0.09594666
0.00791,0.09071999
0.00792,0.09053332
0.007930000000000001,0.09554666
0.007940000000000001,0.09541333
0.00795,0.09061333
0.00796,0.09546666
0.007970000000000001,0.09047999
0.007980000000000001,0.09613333
0.00799,0.09061333
0.008,0.09023999
0.008010000000000001,0.09565333
0.008020000000000001,0.09077333
0.00803,0.09613333
0.00804,0.09565333
0.00805,0.09047999
0.008060000000000001,0.09071999
0.00807,0.09554666
0.00808,0.09047999
0.00809,0.09530666
0.008100000000000001,0.09554666
0.008110000000000001,0.09047999
0.00812,0.09047999
0.00813,0.09559999
0.008140000000000001,0.09061333
0.008150000000000001,0.09541333
0.00816,0.09570666
0.00817,0.09077333
0.008180000000000002,0.09066666
0.008190000000000001,0.09570666
0.0082,0.09536
0.00821,0.09066666
0.00822,0.09109332
0.008230000000000001,0.09554666
0.00824,0.09077333
0.00825,0.09578666
0.00826,0.09536
0.008270000000000001,0.09061333
0.008280000000000001,0.09559999
0.00829,0.09071999
0.0083,0.09554666
0.008310000000000001,0.09066666
0.008320000000000001,0.09559999
0.00833,0.09042666
0.00834,0.09061333
0.008350000000000002,0.09554666
0.008360000000000001,0.09077333
0.00837,0.09559999
0.00838,0.09071999
0.00839,0.09554666
0.008400000000000001,0.09077333
0.00841,0.09541333
0.00842,0.09061333
0.00843,0.09546666
0.008440000000000001,0.09570666
0.008450000000000001,0.09077333
0.00846,0.09071999
0.00847,0.09565333
0.008480000000000001,0.09565333
0.008490000000000001,0.09061333
0.0085,0.09042666
0.00851,0.09589332
0.008520000000000002,0.09546666
0.008530000000000001,0.09061333
0.00854,0.09559999
0.00855,0.09047999
0.00856,0.09559999
0.008570000000000001,0.09085333
0.00858,0.09570666
0.00859,0.09066666
0.0086,0.09546666
0.008610000000000001,0.09066666
0.008620000000000001,0.09565333
0.00863,0.09085333
0.00864,0.09053332
0.008650000000000001,0.09578666
0.008660000000000001,0.09554666
0.00867,0.09071999
0.00868,0.09071999
0.008690000000000002,0.09546666
0.008700000000000001,0.09559999
0.00871,0.09066666
0.00872,0.09559999
0.00873,0.09085333
0.008740000000000001,0.09061333
0.00875,0.09536
0.00876,0.09559999
0.00877,0.09071999
0.008780000000000001,0.09061333
0.008790000000000001,0.09559999
0.0088,0.09096
0.00881,0.09546666
0.008820000000000001,0.09546666
0.008830000000000001,0.09077333
0.00884,0.09536
0.00885,0.09053332
0.008860000000000002,0.09061333
0.008870000000000001,0.09536
0.00888,0.09541333
0.00889,0.09047999
0.0089,0.09053332
0.008910000000000001,0.09554666
0.00892,0.09536
0.00893,0.09047999
0.00894,0.09077333
0.008950000000000001,0.09536
0.008960000000000001,0.09071999
0.00897,0.09554666
0.00898,0.09554666
0.008990000000000001,0.09061333
0.009000000000000001,0.09053332
0.00901,0.09530666
0.00902,0.09546666
0.009030000000000002,0.09013332
0.009040000000000001,0.09559999
0.00905,0.09053332
0.00906,0.09541333
0.00907,0.09077333
0.009080000000000001,0.09071999
0.00909,0.09578666
0.0091,0.09090666
0.00911,0.09599999
0.009120000000000001,0.09053332
0.009130000000000001,0.09554666
0.00914,0.09066666
0.00915,0.09517333
0.009160000000000001,0.09554666
0.009170000000000001,0.09042666
0.00918,0.09583999
0.00919,0.09096
0.009200000000000002,0.09559999
0.009210000000000001,0.09085333
0.00922,0.09541333
0.00923,0.09077333
0.00924,0.09559999
0.009250000000000001,0.09053332
0.009260000000000001,0.09546666
0.00927,0.09085333
0.00928,0.09554666
0.009290000000000001,0.09023999
0.009300000000000001,0.08970666
0.00931,0.09554666
0.00932,0.09031999
0.009330000000000001,0.09559999
0.009340000000000001,0.09042666
0.00935,0.09536
0.00936,0.09047999
0.009370000000000002,0.09541333
0.009380000000000001,0.09047999
0.00939,0.09530666
0.0094,0.09559999
0.00941,0.09066666
0.009420000000000001,0.09042666
0.009430000000000001,0.09565333
0.00944,0.09541333
0.00945,0.09061333
0.009460000000000001,0.09541333
0.009470000000000001,0.09053332
0.00948,0.09042666
0.00949,0.09536
0.009500000000000001,0.09554666
0.009510000000000001,0.09077333
0.00952,0.09546666
0.00953,0.09066666
0.009540000000000002,0.09071999
0.009550000000000001,0.09536
0.00956,0.09053332
0.00957,0.09541333
0.00958,0.09522666
0.009590000000000001,0.09077333
0.009600000000000001,0.09565333
0.00961,0.09047999
0.00962,0.09546666
0.009630000000000001,0.09071999
0.009640000000000001,0.09559999
0.00965,0.09085333
0.00966,0.09559999
0.009670000000000002,0.09077333
0.009680000000000001,0.09066666
0.00969,0.09554666
0.0097,0.09541333
0.009710000000000002,0.09090666
0.009720000000000001,0.09554666
0.00973,0.09047999
0.00974,0.09071999
0.00975,0.09546666
0.009760000000000001,0.09570666
0.009770000000000001,0.09071999
0.00978,0.09541333
0.00979,0.09053332
0.009800000000000001,0.09037333
0.009810000000000001,0.09541333
0.00982,0.09536
0.00983,0.09053332
0.009840000000000002,0.09085333
0.009850000000000001,0.09546666
0.00986,0.09077333
0.00987,0.09530666
0.009880000000000002,0.09085333
0.009890000000000001,0.09536
0.0099,0.09077333
0.00991,0.09530666
0.00992,0.09554666
0.009930000000000001,0.09053332
0.009940000000000001,0.09053332
0.00995,0.09541333
0.00996,0.09546666
0.009970000000000001,0.09085333
0.009980000000000001,0.09541333
0.00999,0.09410666
0.01,0.09357332
0.010010000000000002,0.09077333
0.010020000000000001,0.09517333
0.01003,0.09090666
0.01004,0.09541333
0.010050000000000002,0.09101333
0.010060000000000001,0.09506666
0.01007,0.09085333
0.01008,0.09096
0.01009,0.09530666
0.010100000000000001,0.09061333
0.010110000000000001,0.09506666
0.01012,0.09522666
0.01013,0.09085333
0.010140000000000001,0.09522666
0.010150000000000001,0.09071999
0.01016,0.09071999
0.01017,0.09501333
0.010180000000000002,0.09522666
0.010190000000000001,0.09071999
0.0102,0.09511999
0.01021,0.09053332
0.010220000000000002,0.09085333
0.010230000000000001,0.09487999
0.01024,0.09047999
0.01025,0.09501333
0.01026,0.09522666
0.010270000000000001,0.09066666
0.010280000000000001,0.09530666
0.01029,0.09066666
0.0103,0.09522666
0.010310000000000001,0.09085333
0.010320000000000001,0.09536
0.01033,0.09066666
0.01034,0.09517333
0.010350000000000002,0.09077333
0.010360000000000001,0.09071999
0.01037,0.09511999
0.01038,0.09085333
0.010390000000000002,0.09522666
0.010400000000000001,0.09536
0.01041,0.09066666
0.01042,0.09077333
0.01043,0.09493332
0.010440000000000001,0.09530666
0.010450000000000001,0.09053332
0.01046,0.09511999
0.01047,0.09071999
0.010480000000000001,0.09077333
0.010490000000000001,0.09554666
0.0105,0.09536
0.01051,0.09066666
0.010520000000000002,0.09085333
0.010530000000000001,0.09517333
0.01054,0.09053332
0.01055,0.09517333
0.010560000000000002,0.09071999
